DATA OF SHELL PLATING WITH RESPECT TO GLOBAL STRENGTH (INERTIA AROUND CENTROID) Group 22; Version 6.0
Mean shell thickness [mm],12
Number of rows, 22
X [m],OUTLINE LENGTH [m],CROSS SECTION AREA OF SHELL PLATING [m2],CENTROID_X[m],CENTROID_Y[m],CENTROID_Z[m],INERTIA_X[m4],INERTIA_Y[m4],INERTIA_Z[m4],Z_Keel[m],Z_DECK[m],
-7.5,59.2917,0.7116,-7.5, -0.0001, 11.6364,54.1135, 7.4263, 46.6872,7.862,14.988
-1.5476,63.2538,0.7591,-1.5476, -0.0001, 10.7469,65.668, 12.0199, 53.6481,6.1094,14.988
4.4048,67.0128,0.8042,4.4048, 0, 9.8948,77.7867, 17.5469, 60.2399,4.4477,14.988
10.3571,70.4968,0.846,10.3571, -0.0002, 9.0997,90.0757, 23.7429, 66.3328,2.9096,14.988
16.3095,73.5762,0.8829,16.3095, 0, 8.3933,101.8276, 30.1191, 71.7086,1.5526,14.988
22.2619,75.9833,0.9118,22.2619, -0.0001, 7.8398,111.6185, 35.7119, 75.9066,0.4946,14.988
28.2143,77.0966,0.9252,28.2143, -0.001, 7.5826,116.322, 38.4833, 77.8387,0.0065,14.988
34.1667,77.1115,0.9254,34.1667, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
40.119,77.1115,0.9254,40.119, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
46.0714,77.1115,0.9254,46.0714, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
52.0238,77.1115,0.9254,52.0238, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
57.9762,77.1115,0.9254,57.9762, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
63.9286,77.1115,0.9254,63.9286, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
69.881,77.1115,0.9254,69.881, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
75.8333,77.1115,0.9254,75.8333, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
81.7857,77.1115,0.9254,81.7857, 0, 7.5796,116.3871, 38.5202, 77.8669,0,14.988
87.7381,77.073,0.925,87.7381, 0.0002, 7.5806,116.2383, 38.4949, 77.7434,0,14.988
93.6905,76.3791,0.9166,93.6905, 0, 7.6011,113.4813, 38.0024, 75.4788,0,14.988
99.6429,74.0466,0.8885,99.6429, 0, 7.6404,104.0226, 36.3805, 67.6421,0,14.988
105.5952,67.8503,0.8142,105.5952, 0, 7.6913,80.6645, 32.1354, 48.5291,0,14.988
111.5476,56.7425,0.6809,111.5476, 0, 7.7754,47.7167, 24.5489, 23.1678,0,14.988
117.5,0,0,117.5, 0, 2.6607,0, 0, 0,14.988,2.6607
